     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
        11379 	       20.176 	         9.92 	        -0.24 	         0.65 	        -0.12 	        -0.19 	        -0.01 
        11380 	       20.192 	         9.85 	        -0.15 	         0.89 	        -0.22 	        -0.30 	        -0.01 
        11381 	       20.208 	         9.89 	        -0.14 	         0.71 	        -0.34 	        -0.45 	        -0.02 
        11382 	       20.224 	         9.90 	        -0.33 	         0.75 	        -0.14 	        -0.44 	        -0.01 
        11383 	       20.240 	         9.94 	        -0.24 	         0.53 	        -0.17 	        -0.54 	        -0.02 
        11384 	       20.256 	         9.97 	        -0.21 	         0.26 	        -0.26 	        -0.55 	        -0.02 
        11385 	       20.272 	        10.01 	        -0.19 	         0.09 	        -0.34 	        -0.46 	        -0.01 
        11386 	       20.288 	         9.96 	        -0.31 	         0.25 	        -0.40 	        -0.42 	         0.01 
        11387 	       20.304 	         9.98 	        -0.31 	         0.23 	        -0.21 	        -0.33 	         0.01 
        11388 	       20.320 	         9.99 	        -0.19 	        -0.03 	        -0.28 	        -0.30 	         0.00 
        11389 	       20.336 	         9.93 	        -0.34 	         0.16 	        -0.07 	        -0.17 	         0.01 
        11390 	       20.352 	         9.98 	        -0.27 	         0.04 	        -0.02 	        -0.15 	        -0.00 
        11391 	       20.368 	         9.93 	        -0.23 	         0.04 	        -0.03 	        -0.13 	         0.01 
        11392 	       20.384 	         9.96 	        -0.25 	         0.08 	        -0.01 	        -0.10 	         0.01 
        11393 	       20.400 	        10.00 	        -0.22 	        -0.02 	        -0.00 	        -0.09 	         0.00 
        11394 	       20.416 	         9.94 	        -0.26 	         0.01 	        -0.00 	        -0.07 	         0.01 
        11395 	       20.432 	         9.90 	        -0.27 	         0.01 	        -0.00 	        -0.10 	         0.00 
        11396 	       20.448 	        10.00 	        -0.27 	        -0.13 	        -0.00 	        -0.07 	        -0.00 
        11397 	       20.464 	        10.00 	        -0.27 	        -0.07 	        -0.00 	         0.02 	         0.00 
        11398 	       20.480 	        10.03 	        -0.25 	        -0.03 	         0.00 	         0.05 	         0.00 
        11399 	       20.496 	         9.96 	        -0.26 	        -0.02 	        -0.00 	         0.06 	         0.00 
        11400 	       20.512 	         9.92 	        -0.26 	         0.10 	        -0.00 	         0.00 	         0.00 
        11401 	       20.528 	         9.90 	        -0.25 	         0.07 	         0.00 	        -0.06 	        -0.00 
        11402 	       20.544 	         9.91 	        -0.28 	         0.10 	         0.00 	        -0.11 	         0.01 
        11403 	       20.560 	         9.91 	        -0.25 	         0.01 	        -0.00 	        -0.14 	         0.01 
        11404 	       20.576 	         9.93 	        -0.26 	        -0.05 	        -0.01 	        -0.16 	         0.01 
        11405 	       20.592 	        10.01 	        -0.23 	        -0.16 	        -0.00 	        -0.14 	        -0.00 
        11406 	       20.608 	         9.91 	        -0.27 	        -0.08 	        -0.01 	        -0.12 	        -0.00 
        11407 	       20.624 	         9.92 	        -0.28 	        -0.12 	        -0.04 	        -0.14 	        -0.00 
        11408 	       20.640 	         9.95 	        -0.24 	        -0.01 	        -0.06 	        -0.21 	        -0.00 
        11409 	       20.656 	         9.94 	        -0.26 	        -0.10 	        -0.06 	        -0.28 	        -0.02 
        11410 	       20.672 	         9.88 	        -0.24 	        -0.07 	        -0.05 	        -0.34 	        -0.02 
        11411 	       20.688 	         9.96 	        -0.23 	        -0.37 	        -0.03 	        -0.44 	        -0.00 
        11412 	       20.704 	         9.97 	        -0.26 	        -0.46 	        -0.02 	        -0.37 	         0.01 
        11413 	       20.720 	         9.98 	        -0.28 	        -0.49 	        -0.03 	        -0.33 	         0.01 
        11414 	       20.736 	         9.99 	        -0.29 	        -0.55 	        -0.01 	        -0.28 	         0.01 
        11415 	       20.752 	         9.97 	        -0.31 	        -0.54 	         0.00 	        -0.25 	         0.00 
        11416 	       20.768 	         9.97 	        -0.23 	        -0.62 	         0.01 	        -0.10 	        -0.02 
        11417 	       20.784 	         9.96 	        -0.21 	        -0.70 	         0.02 	        -0.03 	        -0.00 
        11418 	       20.800 	         9.95 	        -0.24 	        -0.59 	         0.02 	         0.02 	         0.01 
        11419 	       20.816 	         9.92 	        -0.27 	        -0.54 	         0.03 	         0.06 	         0.02 
        11420 	       20.832 	        10.13 	        -0.46 	        -0.81 	         0.13 	         0.18 	         0.02 
        11421 	       20.848 	        10.04 	        -0.29 	        -0.68 	         0.20 	         0.40 	         0.01 
        11422 	       20.864 	        10.08 	        -0.30 	        -0.60 	         0.24 	         0.59 	         0.01 
        11423 	       20.880 	        10.08 	        -0.28 	        -0.63 	         0.21 	         0.74 	        -0.01 
        11424 	       20.896 	        10.10 	        -0.33 	        -0.35 	         0.35 	         0.96 	        -0.02 
        11425 	       20.912 	         9.14 	         0.33 	         0.19 	         0.25 	         1.84 	         0.11 
        11426 	       20.928 	         9.54 	         0.02 	         3.00 	        -0.33 	         2.65 	        -0.12 
        11427 	       20.944 	         9.58 	        -0.32 	         1.04 	        -0.34 	         3.21 	         0.04 
        11428 	       20.960 	        10.47 	         0.25 	         1.05 	        -0.51 	         3.41 	        -0.04 
        11429 	       20.976 	         9.18 	        -0.26 	         0.98 	        -0.75 	         3.58 	         0.02 
        11430 	       20.992 	        10.78 	         0.17 	         2.05 	        -0.65 	         3.62 	         0.24 
        11431 	       21.008 	        10.11 	         0.21 	         2.31 	        -0.54 	         3.13 	         0.22 
        11432 	       21.024 	         9.83 	         0.10 	         4.25 	        -0.44 	         3.23 	         0.28 
        11433 	       21.040 	         8.62 	         0.25 	         3.92 	        -0.51 	         3.31 	         0.25 
        11434 	       21.056 	         6.08 	         0.56 	         3.09 	        -0.58 	         3.59 	         0.07 
        11435 	       21.072 	         7.98 	        -0.21 	         3.35 	        -0.89 	         4.17 	        -0.07 
        11436 	       21.088 	         7.07 	        -0.66 	         4.09 	        -1.15 	         4.50 	         0.06 
        11437 	       21.104 	         6.65 	        -1.32 	         5.30 	        -1.20 	         4.57 	         0.31 
        11438 	       21.120 	         9.29 	        -1.80 	         7.07 	        -0.92 	         4.32 	         0.82 
        11439 	       21.136 	         6.47 	        -0.89 	         6.26 	        -0.47 	         4.10 	         1.07 
        11440 	       21.152 	         5.84 	        -1.42 	         7.01 	        -0.54 	         4.29 	         1.19 
        11441 	       21.168 	         5.40 	        -2.55 	         5.54 	         0.48 	         4.66 	         1.66 
        11442 	       21.184 	         5.92 	        -2.24 	         5.09 	         1.27 	         4.53 	         0.52 
        11443 	       21.200 	         4.30 	        -1.53 	         7.11 	         1.71 	         5.11 	         0.55 
        11444 	       21.216 	         4.41 	        -1.19 	         8.65 	         1.84 	         5.72 	         0.66 
        11445 	       21.232 	         2.59 	        -1.71 	         9.78 	         2.06 	         5.77 	         0.42 
        11446 	       21.248 	         0.05 	        -0.23 	        11.28 	         1.35 	         6.27 	         0.73 
        11447 	       21.264 	        -0.05 	         0.64 	        10.58 	         1.46 	         5.61 	         0.60 
        11448 	       21.280 	        -0.24 	         0.29 	        12.96 	        -0.27 	         3.76 	         0.32 
        11449 	       21.296 	         1.52 	        -1.36 	         9.57 	         0.13 	         0.16 	         0.15 
        11450 	       21.312 	         0.31 	        -0.09 	        10.05 	         0.00 	         0.70 	         0.05 
        11451 	       21.328 	         0.41 	        -0.02 	         9.85 	         0.03 	         0.61 	        -0.15 
        11452 	       21.344 	        -0.28 	        -0.18 	         9.52 	         0.03 	         0.29 	        -0.21 
        11453 	       21.360 	        -0.05 	         0.20 	         9.88 	        -0.00 	         0.06 	         0.00 
        11454 	       21.376 	        -0.39 	         0.11 	         9.82 	        -0.00 	         0.11 	        -0.02 
        11455 	       21.392 	        -0.19 	        -0.02 	         9.81 	         0.00 	        -0.05 	        -0.04 
        11456 	       21.408 	        -0.27 	        -0.15 	         9.65 	         0.00 	        -0.17 	        -0.04 
        11457 	       21.424 	        -0.13 	        -0.19 	         9.82 	        -0.01 	        -0.30 	        -0.04 
        11458 	       21.440 	        -0.03 	        -0.08 	         9.83 	        -0.01 	        -0.45 	        -0.03 
        11459 	       21.456 	         0.12 	        -0.08 	        10.03 	        -0.01 	        -0.45 	        -0.02 
        11460 	       21.472 	         0.23 	        -0.07 	        10.10 	        -0.01 	        -0.23 	        -0.02 
        11461 	       21.488 	         0.18 	        -0.13 	         9.91 	         0.00 	        -0.07 	        -0.01 
        11462 	       21.504 	         0.17 	        -0.15 	         9.87 	        -0.00 	        -0.03 	        -0.01 
        11463 	       21.520 	         0.15 	        -0.17 	         9.85 	         0.00 	        -0.02 	        -0.00 
        11464 	       21.536 	         0.17 	        -0.13 	         9.90 	        -0.00 	        -0.01 	        -0.01 
        11465 	       21.552 	         0.12 	        -0.10 	         9.89 	        -0.00 	        -0.00 	        -0.00 
        11466 	       21.568 	         0.12 	        -0.10 	         9.88 	         0.00 	         0.00 	        -0.00 
        11467 	       21.584 	         0.10 	        -0.14 	         9.84 	        -0.01 	         0.00 	        -0.01 
        11468 	       21.600 	         0.68 	        -0.17 	         9.90 	        -0.01 	        -0.02 	        -0.09 
        11469 	       21.616 	         0.12 	        -0.15 	         9.88 	        -0.00 	        -0.00 	        -0.04 
        11470 	       21.632 	         0.10 	        -0.09 	         9.86 	        -0.00 	        -0.01 	        -0.01 
        11471 	       21.648 	        -0.01 	        -0.23 	         9.92 	        -0.01 	        -0.01 	        -0.04 
        11472 	       21.664 	         0.39 	        -0.06 	         9.88 	        -0.01 	        -0.01 	        -0.12 
        11473 	       21.680 	         0.07 	        -0.24 	         9.89 	        -0.01 	        -0.01 	        -0.13 
